SPREFID,USUBJID,SEX,FWTESTCD,FWTEST,FWORRES,FWORRESU,FWDY,FWENDY,FWSTAT,FWREASND,trial_set_description
HCD-14,HCD-14-0002,M,WC,Water Consumption,28,g/day,1,8,Y,,CG
HCD-14,HCD-14-0001,M,WC,Water Consumption,28,g/day,1,8,Y,,CG
HCD-14,HCD-14-0002,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-14,HCD-14-0001,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-14,HCD-14-0002,M,WC,Water Consumption,28,g/day,15,22,Y,,CG
HCD-14,HCD-14-0001,M,WC,Water Consumption,28,g/day,15,22,Y,,CG
HCD-14,HCD-14-0002,M,WC,Water Consumption,33,g/day,22,29,Y,,CG
HCD-14,HCD-14-0001,M,WC,Water Consumption,33,g/day,22,29,Y,,CG
HCD-14,HCD-14-0002,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-14,HCD-14-0001,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-14,HCD-14-0002,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
HCD-14,HCD-14-0001,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
HCD-14,HCD-14-0002,M,FC,Food Consumption,21,g/day,15,22,Y,,CG
HCD-14,HCD-14-0001,M,FC,Food Consumption,21,g/day,15,22,Y,,CG
HCD-14,HCD-14-0002,M,FC,Food Consumption,23,g/day,22,29,Y,,CG
HCD-14,HCD-14-0001,M,FC,Food Consumption,23,g/day,22,29,Y,,CG
HCD-11,HCD-11-0003,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-11,HCD-11-0004,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-11,HCD-11-0003,M,WC,Water Consumption,29,g/day,8,15,Y,,CG
HCD-11,HCD-11-0004,M,WC,Water Consumption,29,g/day,8,15,Y,,CG
HCD-11,HCD-11-0003,M,WC,Water Consumption,29,g/day,15,22,Y,,CG
HCD-11,HCD-11-0004,M,WC,Water Consumption,29,g/day,15,22,Y,,CG
HCD-11,HCD-11-0003,M,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-11,HCD-11-0004,M,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-11,HCD-11-0003,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
HCD-11,HCD-11-0004,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
HCD-11,HCD-11-0003,M,FC,Food Consumption,23,g/day,8,15,Y,,CG
HCD-11,HCD-11-0004,M,FC,Food Consumption,23,g/day,8,15,Y,,CG
HCD-11,HCD-11-0003,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
HCD-11,HCD-11-0004,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
HCD-11,HCD-11-0003,M,FC,Food Consumption,22,g/day,22,29,Y,,CG
HCD-11,HCD-11-0004,M,FC,Food Consumption,22,g/day,22,29,Y,,CG
HCD-01,HCD-01-0009,M,FC,Food Consumption,23.4,g/day,1,8,Y,,CG
HCD-01,HCD-01-0010,M,FC,Food Consumption,23.4,g/day,1,8,Y,,CG
HCD-01,HCD-01-0009,M,FC,Food Consumption,23.7,g/day,8,15,Y,,CG
HCD-01,HCD-01-0010,M,FC,Food Consumption,23.7,g/day,8,15,Y,,CG
HCD-01,HCD-01-0009,M,FC,Food Consumption,24.8,g/day,15,21,Y,,CG
HCD-01,HCD-01-0010,M,FC,Food Consumption,24.8,g/day,15,21,Y,,CG
HCD-01,HCD-01-0009,M,FC,Food Consumption,21.9,g/day,22,28,Y,,CG
HCD-01,HCD-01-0010,M,FC,Food Consumption,21.9,g/day,22,28,Y,,CG
HCD-01,HCD-01-0009,M,WC,Water Consumption,33.1,g/day,1,8,Y,,CG
HCD-01,HCD-01-0010,M,WC,Water Consumption,33.1,g/day,1,8,Y,,CG
HCD-01,HCD-01-0009,M,WC,Water Consumption,32.2,g/day,8,15,Y,,CG
HCD-01,HCD-01-0010,M,WC,Water Consumption,32.2,g/day,8,15,Y,,CG
HCD-01,HCD-01-0009,M,WC,Water Consumption,35.3,g/day,15,21,Y,,CG
HCD-01,HCD-01-0010,M,WC,Water Consumption,35.3,g/day,15,21,Y,,CG
HCD-01,HCD-01-0009,M,WC,Water Consumption,31.3,g/day,22,28,Y,,CG
HCD-01,HCD-01-0010,M,WC,Water Consumption,31.3,g/day,22,28,Y,,CG
HCD-03,HCD-03-0075,F,WC,Water Consumption,25,g/day,1,8,Y,,CG
HCD-03,HCD-03-0074,F,WC,Water Consumption,25,g/day,1,8,Y,,CG
HCD-03,HCD-03-0076,F,WC,Water Consumption,25,g/day,1,8,Y,,CG
HCD-03,HCD-03-0075,F,WC,Water Consumption,28,g/day,8,15,Y,,CG
HCD-03,HCD-03-0074,F,WC,Water Consumption,28,g/day,8,15,Y,,CG
HCD-03,HCD-03-0076,F,WC,Water Consumption,28,g/day,8,15,Y,,CG
HCD-03,HCD-03-0075,F,WC,Water Consumption,29,g/day,15,22,Y,,CG
HCD-03,HCD-03-0074,F,WC,Water Consumption,29,g/day,15,22,Y,,CG
HCD-03,HCD-03-0076,F,WC,Water Consumption,29,g/day,15,22,Y,,CG
HCD-03,HCD-03-0075,F,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-03,HCD-03-0074,F,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-03,HCD-03-0076,F,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-03,HCD-03-0075,F,FC,Food Consumption,16,g/day,1,8,Y,,CG
HCD-03,HCD-03-0074,F,FC,Food Consumption,16,g/day,1,8,Y,,CG
HCD-03,HCD-03-0076,F,FC,Food Consumption,16,g/day,1,8,Y,,CG
HCD-03,HCD-03-0075,F,FC,Food Consumption,17,g/day,8,15,Y,,CG
HCD-03,HCD-03-0074,F,FC,Food Consumption,17,g/day,8,15,Y,,CG
HCD-03,HCD-03-0076,F,FC,Food Consumption,17,g/day,8,15,Y,,CG
HCD-03,HCD-03-0075,F,FC,Food Consumption,19,g/day,15,22,Y,,CG
HCD-03,HCD-03-0074,F,FC,Food Consumption,19,g/day,15,22,Y,,CG
HCD-03,HCD-03-0076,F,FC,Food Consumption,19,g/day,15,22,Y,,CG
HCD-03,HCD-03-0075,F,FC,Food Consumption,16,g/day,22,29,Y,,CG
HCD-03,HCD-03-0074,F,FC,Food Consumption,16,g/day,22,29,Y,,CG
HCD-03,HCD-03-0076,F,FC,Food Consumption,16,g/day,22,29,Y,,CG
HCD-13,HCD-13-0004,M,WC,Water Consumption,29,g/day,1,8,Y,,CG
HCD-13,HCD-13-0003,M,WC,Water Consumption,29,g/day,1,8,Y,,CG
HCD-13,HCD-13-0004,M,WC,Water Consumption,31,g/day,8,15,Y,,CG
HCD-13,HCD-13-0003,M,WC,Water Consumption,31,g/day,8,15,Y,,CG
HCD-13,HCD-13-0004,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
HCD-13,HCD-13-0003,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
HCD-13,HCD-13-0004,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
HCD-13,HCD-13-0003,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
HCD-13,HCD-13-0004,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-13,HCD-13-0003,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-13,HCD-13-0004,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
HCD-13,HCD-13-0003,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
HCD-13,HCD-13-0004,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
HCD-13,HCD-13-0003,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
HCD-13,HCD-13-0004,M,FC,Food Consumption,21,g/day,22,29,Y,,CG
HCD-13,HCD-13-0003,M,FC,Food Consumption,21,g/day,22,29,Y,,CG
HCD-08,HCD-08-0008,M,FC,Food Consumption,22.1,g/day,8,15,Y,,CG
HCD-08,HCD-08-0007,M,FC,Food Consumption,22.1,g/day,8,15,Y,,CG
HCD-08,HCD-08-0008,M,FC,Food Consumption,22.4,g/day,15,22,Y,,CG
HCD-08,HCD-08-0007,M,FC,Food Consumption,22.4,g/day,15,22,Y,,CG
HCD-08,HCD-08-0008,M,FC,Food Consumption,23.4,g/day,22,29,Y,,CG
HCD-08,HCD-08-0007,M,FC,Food Consumption,23.4,g/day,22,29,Y,,CG
HCD-08,HCD-08-0008,M,FC,Food Consumption,21.4,g/day,29,36,Y,,CG
HCD-08,HCD-08-0007,M,FC,Food Consumption,21.4,g/day,29,36,Y,,CG
HCD-08,HCD-08-0008,M,WC,Water Consumption,28.9,g/day,8,15,Y,,CG
HCD-08,HCD-08-0007,M,WC,Water Consumption,28.9,g/day,8,15,Y,,CG
HCD-08,HCD-08-0008,M,WC,Water Consumption,32.3,g/day,15,22,Y,,CG
HCD-08,HCD-08-0007,M,WC,Water Consumption,32.3,g/day,15,22,Y,,CG
HCD-08,HCD-08-0008,M,WC,Water Consumption,34.4,g/day,22,29,Y,,CG
HCD-08,HCD-08-0007,M,WC,Water Consumption,34.4,g/day,22,29,Y,,CG
HCD-08,HCD-08-0008,M,WC,Water Consumption,31.4,g/day,29,36,Y,,CG
HCD-08,HCD-08-0007,M,WC,Water Consumption,31.4,g/day,29,36,Y,,CG
HCD-01,HCD-01-0078,F,FC,Food Consumption,18.6,g/day,1,8,Y,,CG
HCD-01,HCD-01-0079,F,FC,Food Consumption,18.6,g/day,1,8,Y,,CG
HCD-01,HCD-01-0078,F,FC,Food Consumption,18.6,g/day,8,15,Y,,CG
HCD-01,HCD-01-0079,F,FC,Food Consumption,18.6,g/day,8,15,Y,,CG
HCD-01,HCD-01-0078,F,FC,Food Consumption,17.3,g/day,15,21,Y,,CG
HCD-01,HCD-01-0079,F,FC,Food Consumption,17.3,g/day,15,21,Y,,CG
HCD-01,HCD-01-0078,F,FC,Food Consumption,17.6,g/day,22,28,Y,,CG
HCD-01,HCD-01-0079,F,FC,Food Consumption,17.6,g/day,22,28,Y,,CG
HCD-01,HCD-01-0078,F,WC,Water Consumption,26.1,g/day,1,8,Y,,CG
HCD-01,HCD-01-0079,F,WC,Water Consumption,26.1,g/day,1,8,Y,,CG
HCD-01,HCD-01-0078,F,WC,Water Consumption,27.4,g/day,8,15,Y,,CG
HCD-01,HCD-01-0079,F,WC,Water Consumption,27.4,g/day,8,15,Y,,CG
HCD-01,HCD-01-0078,F,WC,Water Consumption,26.8,g/day,15,21,Y,,CG
HCD-01,HCD-01-0079,F,WC,Water Consumption,26.8,g/day,15,21,Y,,CG
HCD-01,HCD-01-0078,F,WC,Water Consumption,28.3,g/day,22,28,Y,,CG
HCD-01,HCD-01-0079,F,WC,Water Consumption,28.3,g/day,22,28,Y,,CG
HCD-04,HCD-04-0079,F,WC,Water Consumption,19.9,g/day,1,8,Y,,CG
HCD-04,HCD-04-0080,F,WC,Water Consumption,19.9,g/day,1,8,Y,,CG
HCD-04,HCD-04-0079,F,WC,Water Consumption,23.1,g/day,8,15,Y,,CG
HCD-04,HCD-04-0080,F,WC,Water Consumption,23.1,g/day,8,15,Y,,CG
HCD-04,HCD-04-0079,F,WC,Water Consumption,29.5,g/day,15,22,Y,,CG
HCD-04,HCD-04-0080,F,WC,Water Consumption,29.5,g/day,15,22,Y,,CG
HCD-04,HCD-04-0079,F,WC,Water Consumption,23.8,g/day,22,29,Y,,CG
HCD-04,HCD-04-0080,F,WC,Water Consumption,23.8,g/day,22,29,Y,,CG
HCD-04,HCD-04-0079,F,FC,Food Consumption,15.3,g/day,1,8,Y,,CG
HCD-04,HCD-04-0080,F,FC,Food Consumption,15.3,g/day,1,8,Y,,CG
HCD-04,HCD-04-0079,F,FC,Food Consumption,17.5,g/day,8,15,Y,,CG
HCD-04,HCD-04-0080,F,FC,Food Consumption,17.5,g/day,8,15,Y,,CG
HCD-04,HCD-04-0079,F,FC,Food Consumption,17.6,g/day,15,22,Y,,CG
HCD-04,HCD-04-0080,F,FC,Food Consumption,17.6,g/day,15,22,Y,,CG
HCD-04,HCD-04-0079,F,FC,Food Consumption,15.4,g/day,22,29,Y,,CG
HCD-04,HCD-04-0080,F,FC,Food Consumption,15.4,g/day,22,29,Y,,CG
HCD-05,HCD-05-0017,M,WC,Water Consumption,31,g/day,1,8,Y,,CG
HCD-05,HCD-05-0018,M,WC,Water Consumption,31,g/day,1,8,Y,,CG
HCD-05,HCD-05-0019,M,WC,Water Consumption,31,g/day,1,8,Y,,CG
HCD-05,HCD-05-0017,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-05,HCD-05-0018,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-05,HCD-05-0019,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-05,HCD-05-0017,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
HCD-05,HCD-05-0018,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
HCD-05,HCD-05-0019,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
HCD-05,HCD-05-0017,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
HCD-05,HCD-05-0018,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
HCD-05,HCD-05-0019,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
HCD-05,HCD-05-0017,M,WC,Water Consumption,27,g/day,29,36,Y,,CG
HCD-05,HCD-05-0018,M,WC,Water Consumption,27,g/day,29,36,Y,,CG
HCD-05,HCD-05-0019,M,WC,Water Consumption,27,g/day,29,36,Y,,CG
HCD-05,HCD-05-0017,M,WC,Water Consumption,22,g/day,36,43,Y,,CG
HCD-05,HCD-05-0018,M,WC,Water Consumption,22,g/day,36,43,Y,,CG
HCD-05,HCD-05-0019,M,WC,Water Consumption,22,g/day,36,43,Y,,CG
HCD-05,HCD-05-0017,M,WC,Water Consumption,25,g/day,43,50,Y,,CG
HCD-05,HCD-05-0018,M,WC,Water Consumption,25,g/day,43,50,Y,,CG
HCD-05,HCD-05-0019,M,WC,Water Consumption,25,g/day,43,50,Y,,CG
HCD-05,HCD-05-0017,M,WC,Water Consumption,25,g/day,50,57,Y,,CG
HCD-05,HCD-05-0018,M,WC,Water Consumption,25,g/day,50,57,Y,,CG
HCD-05,HCD-05-0019,M,WC,Water Consumption,25,g/day,50,57,Y,,CG
HCD-05,HCD-05-0017,M,FC,Food Consumption,24,g/day,29,36,Y,,CG
HCD-05,HCD-05-0018,M,FC,Food Consumption,24,g/day,29,36,Y,,CG
HCD-05,HCD-05-0019,M,FC,Food Consumption,24,g/day,29,36,Y,,CG
HCD-05,HCD-05-0017,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
HCD-05,HCD-05-0018,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
HCD-05,HCD-05-0019,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
HCD-05,HCD-05-0017,M,FC,Food Consumption,22,g/day,43,50,Y,,CG
HCD-05,HCD-05-0018,M,FC,Food Consumption,22,g/day,43,50,Y,,CG
HCD-05,HCD-05-0019,M,FC,Food Consumption,22,g/day,43,50,Y,,CG
HCD-05,HCD-05-0017,M,FC,Food Consumption,21,g/day,50,57,Y,,CG
HCD-05,HCD-05-0018,M,FC,Food Consumption,21,g/day,50,57,Y,,CG
HCD-05,HCD-05-0019,M,FC,Food Consumption,21,g/day,50,57,Y,,CG
HCD-05,HCD-05-0017,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
HCD-05,HCD-05-0018,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
HCD-05,HCD-05-0019,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
HCD-05,HCD-05-0017,M,FC,Food Consumption,23,g/day,8,15,Y,,CG
HCD-05,HCD-05-0018,M,FC,Food Consumption,23,g/day,8,15,Y,,CG
HCD-05,HCD-05-0019,M,FC,Food Consumption,23,g/day,8,15,Y,,CG
HCD-05,HCD-05-0017,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
HCD-05,HCD-05-0018,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
HCD-05,HCD-05-0019,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
HCD-05,HCD-05-0017,M,FC,Food Consumption,23,g/day,22,29,Y,,CG
HCD-05,HCD-05-0018,M,FC,Food Consumption,23,g/day,22,29,Y,,CG
HCD-05,HCD-05-0019,M,FC,Food Consumption,23,g/day,22,29,Y,,CG
HCD-02,HCD-02-0005,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-02,HCD-02-0004,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-02,HCD-02-0005,M,WC,Water Consumption,29,g/day,8,15,Y,,CG
HCD-02,HCD-02-0004,M,WC,Water Consumption,29,g/day,8,15,Y,,CG
HCD-02,HCD-02-0005,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-02,HCD-02-0004,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-02,HCD-02-0005,M,WC,Water Consumption,26,g/day,22,29,Y,,CG
HCD-02,HCD-02-0004,M,WC,Water Consumption,26,g/day,22,29,Y,,CG
HCD-02,HCD-02-0005,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-02,HCD-02-0004,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-02,HCD-02-0005,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
HCD-02,HCD-02-0004,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
HCD-02,HCD-02-0005,M,FC,Food Consumption,20,g/day,15,22,Y,,CG
HCD-02,HCD-02-0004,M,FC,Food Consumption,20,g/day,15,22,Y,,CG
HCD-02,HCD-02-0005,M,FC,Food Consumption,17,g/day,22,29,Y,,CG
HCD-02,HCD-02-0004,M,FC,Food Consumption,17,g/day,22,29,Y,,CG
HCD-14,HCD-14-0062,F,WC,Water Consumption,26,g/day,1,8,Y,,CG
HCD-14,HCD-14-0063,F,WC,Water Consumption,26,g/day,1,8,Y,,CG
HCD-14,HCD-14-0062,F,WC,Water Consumption,27,g/day,8,15,Y,,CG
HCD-14,HCD-14-0063,F,WC,Water Consumption,27,g/day,8,15,Y,,CG
HCD-14,HCD-14-0062,F,WC,Water Consumption,31,g/day,15,22,Y,,CG
HCD-14,HCD-14-0063,F,WC,Water Consumption,31,g/day,15,22,Y,,CG
HCD-14,HCD-14-0062,F,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-14,HCD-14-0063,F,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-14,HCD-14-0062,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
HCD-14,HCD-14-0063,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
HCD-14,HCD-14-0062,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
HCD-14,HCD-14-0063,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
HCD-14,HCD-14-0062,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-14,HCD-14-0063,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-14,HCD-14-0062,F,FC,Food Consumption,16,g/day,22,29,Y,,CG
HCD-14,HCD-14-0063,F,FC,Food Consumption,16,g/day,22,29,Y,,CG
HCD-03,HCD-03-0014,M,WC,Water Consumption,30,g/day,1,8,Y,,CG
HCD-03,HCD-03-0015,M,WC,Water Consumption,30,g/day,1,8,Y,,CG
HCD-03,HCD-03-0016,M,WC,Water Consumption,30,g/day,1,8,Y,,CG
HCD-03,HCD-03-0014,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-03,HCD-03-0015,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-03,HCD-03-0016,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-03,HCD-03-0014,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-03,HCD-03-0015,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-03,HCD-03-0016,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-03,HCD-03-0014,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
HCD-03,HCD-03-0015,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
HCD-03,HCD-03-0016,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
HCD-03,HCD-03-0014,M,WC,Water Consumption,26,g/day,29,36,Y,,CG
HCD-03,HCD-03-0015,M,WC,Water Consumption,26,g/day,29,36,Y,,CG
HCD-03,HCD-03-0016,M,WC,Water Consumption,26,g/day,29,36,Y,,CG
HCD-03,HCD-03-0014,M,WC,Water Consumption,27,g/day,36,43,Y,,CG
HCD-03,HCD-03-0015,M,WC,Water Consumption,27,g/day,36,43,Y,,CG
HCD-03,HCD-03-0016,M,WC,Water Consumption,27,g/day,36,43,Y,,CG
HCD-03,HCD-03-0014,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
HCD-03,HCD-03-0015,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
HCD-03,HCD-03-0016,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
HCD-03,HCD-03-0014,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
HCD-03,HCD-03-0015,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
HCD-03,HCD-03-0016,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
HCD-03,HCD-03-0014,M,FC,Food Consumption,24,g/day,15,22,Y,,CG
HCD-03,HCD-03-0015,M,FC,Food Consumption,24,g/day,15,22,Y,,CG
HCD-03,HCD-03-0016,M,FC,Food Consumption,24,g/day,15,22,Y,,CG
HCD-03,HCD-03-0014,M,FC,Food Consumption,24,g/day,22,29,Y,,CG
HCD-03,HCD-03-0015,M,FC,Food Consumption,24,g/day,22,29,Y,,CG
HCD-03,HCD-03-0016,M,FC,Food Consumption,24,g/day,22,29,Y,,CG
HCD-03,HCD-03-0014,M,FC,Food Consumption,26,g/day,29,36,Y,,CG
HCD-03,HCD-03-0015,M,FC,Food Consumption,26,g/day,29,36,Y,,CG
HCD-03,HCD-03-0016,M,FC,Food Consumption,26,g/day,29,36,Y,,CG
HCD-03,HCD-03-0014,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
HCD-03,HCD-03-0015,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
HCD-03,HCD-03-0016,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
HCD-02,HCD-02-0008,M,WC,Water Consumption,29,g/day,1,8,Y,,CG
HCD-02,HCD-02-0007,M,WC,Water Consumption,29,g/day,1,8,Y,,CG
HCD-02,HCD-02-0006,M,WC,Water Consumption,29,g/day,1,8,Y,,CG
HCD-02,HCD-02-0008,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-02,HCD-02-0007,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-02,HCD-02-0006,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-02,HCD-02-0008,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-02,HCD-02-0007,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-02,HCD-02-0006,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-02,HCD-02-0008,M,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-02,HCD-02-0007,M,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-02,HCD-02-0006,M,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-02,HCD-02-0008,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
HCD-02,HCD-02-0007,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
HCD-02,HCD-02-0006,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
HCD-02,HCD-02-0008,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
HCD-02,HCD-02-0007,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
HCD-02,HCD-02-0006,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
HCD-02,HCD-02-0008,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
HCD-02,HCD-02-0007,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
HCD-02,HCD-02-0006,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
HCD-02,HCD-02-0008,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
HCD-02,HCD-02-0007,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
HCD-02,HCD-02-0006,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
HCD-08,HCD-08-0069,F,WC,Water Consumption,23.9,g/day,8,15,Y,,CG
HCD-08,HCD-08-0068,F,WC,Water Consumption,23.9,g/day,8,15,Y,,CG
HCD-08,HCD-08-0069,F,WC,Water Consumption,25.1,g/day,15,22,Y,,CG
HCD-08,HCD-08-0068,F,WC,Water Consumption,25.1,g/day,15,22,Y,,CG
HCD-08,HCD-08-0069,F,WC,Water Consumption,28.1,g/day,22,29,Y,,CG
HCD-08,HCD-08-0068,F,WC,Water Consumption,28.1,g/day,22,29,Y,,CG
HCD-08,HCD-08-0069,F,WC,Water Consumption,25.7,g/day,29,36,Y,,CG
HCD-08,HCD-08-0068,F,WC,Water Consumption,25.7,g/day,29,36,Y,,CG
HCD-08,HCD-08-0069,F,FC,Food Consumption,16.9,g/day,8,15,Y,,CG
HCD-08,HCD-08-0068,F,FC,Food Consumption,16.9,g/day,8,15,Y,,CG
HCD-08,HCD-08-0069,F,FC,Food Consumption,16.6,g/day,15,22,Y,,CG
HCD-08,HCD-08-0068,F,FC,Food Consumption,16.6,g/day,15,22,Y,,CG
HCD-08,HCD-08-0069,F,FC,Food Consumption,17.6,g/day,22,29,Y,,CG
HCD-08,HCD-08-0068,F,FC,Food Consumption,17.6,g/day,22,29,Y,,CG
HCD-08,HCD-08-0069,F,FC,Food Consumption,16.9,g/day,29,36,Y,,CG
HCD-08,HCD-08-0068,F,FC,Food Consumption,16.9,g/day,29,36,Y,,CG
HCD-01,HCD-01-0006,M,FC,Food Consumption,22.4,g/day,1,8,Y,,CG
HCD-01,HCD-01-0005,M,FC,Food Consumption,22.4,g/day,1,8,Y,,CG
HCD-01,HCD-01-0006,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
HCD-01,HCD-01-0005,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
HCD-01,HCD-01-0006,M,FC,Food Consumption,23.7,g/day,15,21,Y,,CG
HCD-01,HCD-01-0005,M,FC,Food Consumption,23.7,g/day,15,21,Y,,CG
HCD-01,HCD-01-0006,M,FC,Food Consumption,20.9,g/day,22,28,Y,,CG
HCD-01,HCD-01-0005,M,FC,Food Consumption,20.9,g/day,22,28,Y,,CG
HCD-01,HCD-01-0006,M,WC,Water Consumption,32.7,g/day,1,8,Y,,CG
HCD-01,HCD-01-0005,M,WC,Water Consumption,32.7,g/day,1,8,Y,,CG
HCD-01,HCD-01-0006,M,WC,Water Consumption,32.8,g/day,8,15,Y,,CG
HCD-01,HCD-01-0005,M,WC,Water Consumption,32.8,g/day,8,15,Y,,CG
HCD-01,HCD-01-0006,M,WC,Water Consumption,34.3,g/day,15,21,Y,,CG
HCD-01,HCD-01-0005,M,WC,Water Consumption,34.3,g/day,15,21,Y,,CG
HCD-01,HCD-01-0006,M,WC,Water Consumption,30.1,g/day,22,28,Y,,CG
HCD-01,HCD-01-0005,M,WC,Water Consumption,30.1,g/day,22,28,Y,,CG
HCD-04,HCD-04-0006,M,WC,Water Consumption,28.8,g/day,1,8,Y,,CG
HCD-04,HCD-04-0005,M,WC,Water Consumption,28.8,g/day,1,8,Y,,CG
HCD-04,HCD-04-0006,M,WC,Water Consumption,31.1,g/day,8,15,Y,,CG
HCD-04,HCD-04-0005,M,WC,Water Consumption,31.1,g/day,8,15,Y,,CG
