SPREFID,USUBJID,SEX,FWTESTCD,FWTEST,FWORRES,FWORRESU,FWDY,FWENDY,FWSTAT,FWREASND,trial_set_description
HCD-14,HCD-14-0065,F,WC,Water Consumption,25,g/day,22,29,Y,,CG
HCD-14,HCD-14-0064,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
HCD-14,HCD-14-0065,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
HCD-14,HCD-14-0064,F,FC,Food Consumption,17,g/day,8,15,Y,,CG
HCD-14,HCD-14-0065,F,FC,Food Consumption,17,g/day,8,15,Y,,CG
HCD-14,HCD-14-0064,F,FC,Food Consumption,17,g/day,15,22,Y,,CG
HCD-14,HCD-14-0065,F,FC,Food Consumption,17,g/day,15,22,Y,,CG
HCD-14,HCD-14-0064,F,FC,Food Consumption,16,g/day,22,29,Y,,CG
HCD-14,HCD-14-0065,F,FC,Food Consumption,16,g/day,22,29,Y,,CG
HCD-05,HCD-05-0082,F,WC,Water Consumption,24,g/day,1,8,Y,,CG
HCD-05,HCD-05-0083,F,WC,Water Consumption,24,g/day,1,8,Y,,CG
HCD-05,HCD-05-0082,F,WC,Water Consumption,23,g/day,8,15,Y,,CG
HCD-05,HCD-05-0083,F,WC,Water Consumption,23,g/day,8,15,Y,,CG
HCD-05,HCD-05-0082,F,WC,Water Consumption,24,g/day,15,22,Y,,CG
HCD-05,HCD-05-0083,F,WC,Water Consumption,24,g/day,15,22,Y,,CG
HCD-05,HCD-05-0082,F,WC,Water Consumption,24,g/day,22,29,Y,,CG
HCD-05,HCD-05-0083,F,WC,Water Consumption,24,g/day,22,29,Y,,CG
HCD-05,HCD-05-0082,F,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-05,HCD-05-0083,F,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-05,HCD-05-0082,F,FC,Food Consumption,17,g/day,8,15,Y,,CG
HCD-05,HCD-05-0083,F,FC,Food Consumption,17,g/day,8,15,Y,,CG
HCD-05,HCD-05-0082,F,FC,Food Consumption,17,g/day,15,22,Y,,CG
HCD-05,HCD-05-0083,F,FC,Food Consumption,17,g/day,15,22,Y,,CG
HCD-05,HCD-05-0082,F,FC,Food Consumption,16,g/day,22,29,Y,,CG
HCD-05,HCD-05-0083,F,FC,Food Consumption,16,g/day,22,29,Y,,CG
HCD-07,HCD-07-0024,F,FC,Food Consumption,14.6,g/day,1,8,Y,,CG
HCD-07,HCD-07-0025,F,FC,Food Consumption,14.6,g/day,1,8,Y,,CG
HCD-07,HCD-07-0024,F,FC,Food Consumption,15.6,g/day,8,15,Y,,CG
HCD-07,HCD-07-0025,F,FC,Food Consumption,15.6,g/day,8,15,Y,,CG
HCD-07,HCD-07-0024,F,FC,Food Consumption,15.7,g/day,15,22,Y,,CG
HCD-07,HCD-07-0025,F,FC,Food Consumption,15.7,g/day,15,22,Y,,CG
HCD-07,HCD-07-0024,F,FC,Food Consumption,15.6,g/day,22,28,Y,,CG
HCD-07,HCD-07-0025,F,FC,Food Consumption,15.6,g/day,22,28,Y,,CG
HCD-07,HCD-07-0024,F,WC,Water Consumption,22.8,g/day,1,8,Y,,CG
HCD-07,HCD-07-0025,F,WC,Water Consumption,22.8,g/day,1,8,Y,,CG
HCD-07,HCD-07-0024,F,WC,Water Consumption,23.1,g/day,8,15,Y,,CG
HCD-07,HCD-07-0025,F,WC,Water Consumption,23.1,g/day,8,15,Y,,CG
HCD-07,HCD-07-0024,F,WC,Water Consumption,25.1,g/day,15,22,Y,,CG
HCD-07,HCD-07-0025,F,WC,Water Consumption,25.1,g/day,15,22,Y,,CG
HCD-07,HCD-07-0024,F,WC,Water Consumption,24.4,g/day,22,28,Y,,CG
HCD-07,HCD-07-0025,F,WC,Water Consumption,24.4,g/day,22,28,Y,,CG
HCD-10,HCD-10-0006,M,FC,Food Consumption,21.4,g/day,1,8,Y,,CG
HCD-10,HCD-10-0005,M,FC,Food Consumption,21.4,g/day,1,8,Y,,CG
HCD-10,HCD-10-0006,M,FC,Food Consumption,22.9,g/day,8,15,Y,,CG
HCD-10,HCD-10-0005,M,FC,Food Consumption,22.9,g/day,8,15,Y,,CG
HCD-10,HCD-10-0006,M,FC,Food Consumption,21.9,g/day,15,22,Y,,CG
HCD-10,HCD-10-0005,M,FC,Food Consumption,21.9,g/day,15,22,Y,,CG
HCD-10,HCD-10-0006,M,FC,Food Consumption,21.8,g/day,22,29,Y,,CG
HCD-10,HCD-10-0005,M,FC,Food Consumption,21.8,g/day,22,29,Y,,CG
HCD-10,HCD-10-0006,M,WC,Water Consumption,25.8,g/day,1,8,Y,,CG
HCD-10,HCD-10-0005,M,WC,Water Consumption,25.8,g/day,1,8,Y,,CG
HCD-10,HCD-10-0006,M,WC,Water Consumption,28.5,g/day,8,15,Y,,CG
HCD-10,HCD-10-0005,M,WC,Water Consumption,28.5,g/day,8,15,Y,,CG
HCD-10,HCD-10-0006,M,WC,Water Consumption,27.9,g/day,15,22,Y,,CG
HCD-10,HCD-10-0005,M,WC,Water Consumption,27.9,g/day,15,22,Y,,CG
HCD-10,HCD-10-0006,M,WC,Water Consumption,28.8,g/day,22,29,Y,,CG
HCD-10,HCD-10-0005,M,WC,Water Consumption,28.8,g/day,22,29,Y,,CG
HCD-14,HCD-14-0009,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
HCD-14,HCD-14-0010,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
HCD-14,HCD-14-0009,M,FC,Food Consumption,25,g/day,8,15,Y,,CG
HCD-14,HCD-14-0010,M,FC,Food Consumption,25,g/day,8,15,Y,,CG
HCD-14,HCD-14-0009,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
HCD-14,HCD-14-0010,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
HCD-14,HCD-14-0009,M,FC,Food Consumption,26,g/day,22,29,Y,,CG
HCD-14,HCD-14-0010,M,FC,Food Consumption,26,g/day,22,29,Y,,CG
HCD-14,HCD-14-0009,M,WC,Water Consumption,32,g/day,1,8,Y,,CG
HCD-14,HCD-14-0010,M,WC,Water Consumption,32,g/day,1,8,Y,,CG
HCD-14,HCD-14-0009,M,WC,Water Consumption,34,g/day,8,15,Y,,CG
HCD-14,HCD-14-0010,M,WC,Water Consumption,34,g/day,8,15,Y,,CG
HCD-14,HCD-14-0009,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-14,HCD-14-0010,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-14,HCD-14-0009,M,WC,Water Consumption,37,g/day,22,29,Y,,CG
HCD-14,HCD-14-0010,M,WC,Water Consumption,37,g/day,22,29,Y,,CG
HCD-01,HCD-01-0018,M,FC,Food Consumption,24.1,g/day,1,8,Y,,CG
HCD-01,HCD-01-0019,M,FC,Food Consumption,24.1,g/day,1,8,Y,,CG
HCD-01,HCD-01-0018,M,WC,Water Consumption,33.8,g/day,1,8,Y,,CG
HCD-01,HCD-01-0019,M,WC,Water Consumption,33.8,g/day,1,8,Y,,CG
HCD-01,HCD-01-0018,M,FC,Food Consumption,24.3,g/day,8,15,Y,,CG
HCD-01,HCD-01-0019,M,FC,Food Consumption,24.3,g/day,8,15,Y,,CG
HCD-01,HCD-01-0018,M,FC,Food Consumption,23.5,g/day,15,21,Y,,CG
HCD-01,HCD-01-0019,M,FC,Food Consumption,23.5,g/day,15,21,Y,,CG
HCD-01,HCD-01-0018,M,FC,Food Consumption,22.4,g/day,22,28,Y,,CG
HCD-01,HCD-01-0019,M,FC,Food Consumption,22.4,g/day,22,28,Y,,CG
HCD-01,HCD-01-0018,M,WC,Water Consumption,33,g/day,8,15,Y,,CG
HCD-01,HCD-01-0019,M,WC,Water Consumption,33,g/day,8,15,Y,,CG
HCD-01,HCD-01-0018,M,WC,Water Consumption,32.2,g/day,15,21,Y,,CG
HCD-01,HCD-01-0019,M,WC,Water Consumption,32.2,g/day,15,21,Y,,CG
HCD-01,HCD-01-0018,M,WC,Water Consumption,30.6,g/day,22,28,Y,,CG
HCD-01,HCD-01-0019,M,WC,Water Consumption,30.6,g/day,22,28,Y,,CG
HCD-01,HCD-01-0018,M,FC,Food Consumption,21.9,g/day,29,36,Y,,CG
HCD-01,HCD-01-0019,M,FC,Food Consumption,21.9,g/day,29,36,Y,,CG
HCD-01,HCD-01-0018,M,FC,Food Consumption,22.8,g/day,36,43,Y,,CG
HCD-01,HCD-01-0019,M,FC,Food Consumption,22.8,g/day,36,43,Y,,CG
HCD-01,HCD-01-0018,M,FC,Food Consumption,22.8,g/day,43,50,Y,,CG
HCD-01,HCD-01-0019,M,FC,Food Consumption,22.8,g/day,43,50,Y,,CG
HCD-01,HCD-01-0018,M,FC,Food Consumption,22.3,g/day,50,56,Y,,CG
HCD-01,HCD-01-0019,M,FC,Food Consumption,22.3,g/day,50,56,Y,,CG
HCD-01,HCD-01-0018,M,WC,Water Consumption,23.2,g/day,29,36,Y,,CG
HCD-01,HCD-01-0019,M,WC,Water Consumption,23.2,g/day,29,36,Y,,CG
HCD-01,HCD-01-0018,M,WC,Water Consumption,23.3,g/day,36,43,Y,,CG
HCD-01,HCD-01-0019,M,WC,Water Consumption,23.3,g/day,36,43,Y,,CG
HCD-01,HCD-01-0018,M,WC,Water Consumption,24.6,g/day,43,50,Y,,CG
HCD-01,HCD-01-0019,M,WC,Water Consumption,24.6,g/day,43,50,Y,,CG
HCD-01,HCD-01-0018,M,WC,Water Consumption,24.3,g/day,50,56,Y,,CG
HCD-01,HCD-01-0019,M,WC,Water Consumption,24.3,g/day,50,56,Y,,CG
HCD-03,HCD-03-0078,F,WC,Water Consumption,23,g/day,1,8,Y,,CG
HCD-03,HCD-03-0077,F,WC,Water Consumption,23,g/day,1,8,Y,,CG
HCD-03,HCD-03-0078,F,WC,Water Consumption,23,g/day,8,15,Y,,CG
HCD-03,HCD-03-0077,F,WC,Water Consumption,23,g/day,8,15,Y,,CG
HCD-03,HCD-03-0078,F,WC,Water Consumption,27,g/day,15,22,Y,,CG
HCD-03,HCD-03-0077,F,WC,Water Consumption,27,g/day,15,22,Y,,CG
HCD-03,HCD-03-0078,F,WC,Water Consumption,26,g/day,22,29,Y,,CG
HCD-03,HCD-03-0077,F,WC,Water Consumption,26,g/day,22,29,Y,,CG
HCD-03,HCD-03-0078,F,FC,Food Consumption,16,g/day,1,8,Y,,CG
HCD-03,HCD-03-0077,F,FC,Food Consumption,16,g/day,1,8,Y,,CG
HCD-03,HCD-03-0078,F,FC,Food Consumption,16,g/day,8,15,Y,,CG
HCD-03,HCD-03-0077,F,FC,Food Consumption,16,g/day,8,15,Y,,CG
HCD-03,HCD-03-0078,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-03,HCD-03-0077,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-03,HCD-03-0078,F,FC,Food Consumption,14,g/day,22,29,Y,,CG
HCD-03,HCD-03-0077,F,FC,Food Consumption,14,g/day,22,29,Y,,CG
HCD-03,HCD-03-0010,M,WC,Water Consumption,33,g/day,1,8,Y,,CG
HCD-03,HCD-03-0009,M,WC,Water Consumption,33,g/day,1,8,Y,,CG
HCD-03,HCD-03-0010,M,WC,Water Consumption,31,g/day,8,15,Y,,CG
HCD-03,HCD-03-0009,M,WC,Water Consumption,31,g/day,8,15,Y,,CG
HCD-03,HCD-03-0010,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
HCD-03,HCD-03-0009,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
HCD-03,HCD-03-0010,M,WC,Water Consumption,29,g/day,22,29,Y,,CG
HCD-03,HCD-03-0009,M,WC,Water Consumption,29,g/day,22,29,Y,,CG
HCD-03,HCD-03-0010,M,FC,Food Consumption,25,g/day,1,8,Y,,CG
HCD-03,HCD-03-0009,M,FC,Food Consumption,25,g/day,1,8,Y,,CG
HCD-03,HCD-03-0010,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
HCD-03,HCD-03-0009,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
HCD-03,HCD-03-0010,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
HCD-03,HCD-03-0009,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
HCD-03,HCD-03-0010,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
HCD-03,HCD-03-0009,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
HCD-04,HCD-04-0002,M,WC,Water Consumption,26.7,g/day,1,8,Y,,CG
HCD-04,HCD-04-0001,M,WC,Water Consumption,26.7,g/day,1,8,Y,,CG
HCD-04,HCD-04-0002,M,WC,Water Consumption,29.8,g/day,8,15,Y,,CG
HCD-04,HCD-04-0001,M,WC,Water Consumption,29.8,g/day,8,15,Y,,CG
HCD-04,HCD-04-0002,M,WC,Water Consumption,30.4,g/day,15,22,Y,,CG
HCD-04,HCD-04-0001,M,WC,Water Consumption,30.4,g/day,15,22,Y,,CG
HCD-04,HCD-04-0002,M,WC,Water Consumption,29.3,g/day,22,29,Y,,CG
HCD-04,HCD-04-0001,M,WC,Water Consumption,29.3,g/day,22,29,Y,,CG
HCD-04,HCD-04-0002,M,FC,Food Consumption,21.2,g/day,1,8,Y,,CG
HCD-04,HCD-04-0001,M,FC,Food Consumption,21.2,g/day,1,8,Y,,CG
HCD-04,HCD-04-0002,M,FC,Food Consumption,24.9,g/day,8,15,Y,,CG
HCD-04,HCD-04-0001,M,FC,Food Consumption,24.9,g/day,8,15,Y,,CG
HCD-04,HCD-04-0002,M,FC,Food Consumption,24.4,g/day,15,22,Y,,CG
HCD-04,HCD-04-0001,M,FC,Food Consumption,24.4,g/day,15,22,Y,,CG
HCD-04,HCD-04-0002,M,FC,Food Consumption,22.3,g/day,22,29,Y,,CG
HCD-04,HCD-04-0001,M,FC,Food Consumption,22.3,g/day,22,29,Y,,CG
HCD-05,HCD-05-0081,F,WC,Water Consumption,24,g/day,1,8,Y,,CG
HCD-05,HCD-05-0080,F,WC,Water Consumption,24,g/day,1,8,Y,,CG
HCD-05,HCD-05-0079,F,WC,Water Consumption,24,g/day,1,8,Y,,CG
HCD-05,HCD-05-0081,F,WC,Water Consumption,25,g/day,8,15,Y,,CG
HCD-05,HCD-05-0080,F,WC,Water Consumption,25,g/day,8,15,Y,,CG
HCD-05,HCD-05-0079,F,WC,Water Consumption,25,g/day,8,15,Y,,CG
HCD-05,HCD-05-0081,F,WC,Water Consumption,26,g/day,15,22,Y,,CG
HCD-05,HCD-05-0080,F,WC,Water Consumption,26,g/day,15,22,Y,,CG
HCD-05,HCD-05-0079,F,WC,Water Consumption,26,g/day,15,22,Y,,CG
HCD-05,HCD-05-0081,F,WC,Water Consumption,26,g/day,22,29,Y,,CG
HCD-05,HCD-05-0080,F,WC,Water Consumption,26,g/day,22,29,Y,,CG
HCD-05,HCD-05-0079,F,WC,Water Consumption,26,g/day,22,29,Y,,CG
HCD-05,HCD-05-0081,F,FC,Food Consumption,19,g/day,1,8,Y,,CG
HCD-05,HCD-05-0080,F,FC,Food Consumption,19,g/day,1,8,Y,,CG
HCD-05,HCD-05-0079,F,FC,Food Consumption,19,g/day,1,8,Y,,CG
HCD-05,HCD-05-0081,F,FC,Food Consumption,19,g/day,8,15,Y,,CG
HCD-05,HCD-05-0080,F,FC,Food Consumption,19,g/day,8,15,Y,,CG
HCD-05,HCD-05-0079,F,FC,Food Consumption,19,g/day,8,15,Y,,CG
HCD-05,HCD-05-0081,F,FC,Food Consumption,19,g/day,15,22,Y,,CG
HCD-05,HCD-05-0080,F,FC,Food Consumption,19,g/day,15,22,Y,,CG
HCD-05,HCD-05-0079,F,FC,Food Consumption,19,g/day,15,22,Y,,CG
HCD-05,HCD-05-0081,F,FC,Food Consumption,18,g/day,22,29,Y,,CG
HCD-05,HCD-05-0080,F,FC,Food Consumption,18,g/day,22,29,Y,,CG
HCD-05,HCD-05-0079,F,FC,Food Consumption,18,g/day,22,29,Y,,CG
HCD-02,HCD-02-0099,F,WC,Water Consumption,25,g/day,1,8,Y,,CG
HCD-02,HCD-02-0101,F,WC,Water Consumption,25,g/day,1,8,Y,,CG
HCD-02,HCD-02-0100,F,WC,Water Consumption,25,g/day,1,8,Y,,CG
HCD-02,HCD-02-0099,F,WC,Water Consumption,28,g/day,8,15,Y,,CG
HCD-02,HCD-02-0101,F,WC,Water Consumption,28,g/day,8,15,Y,,CG
HCD-02,HCD-02-0100,F,WC,Water Consumption,28,g/day,8,15,Y,,CG
HCD-02,HCD-02-0099,F,WC,Water Consumption,27,g/day,15,22,Y,,CG
HCD-02,HCD-02-0101,F,WC,Water Consumption,27,g/day,15,22,Y,,CG
HCD-02,HCD-02-0100,F,WC,Water Consumption,27,g/day,15,22,Y,,CG
HCD-02,HCD-02-0099,F,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-02,HCD-02-0101,F,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-02,HCD-02-0100,F,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-02,HCD-02-0099,F,FC,Food Consumption,18,g/day,1,8,Y,,CG
HCD-02,HCD-02-0101,F,FC,Food Consumption,18,g/day,1,8,Y,,CG
HCD-02,HCD-02-0100,F,FC,Food Consumption,18,g/day,1,8,Y,,CG
HCD-02,HCD-02-0099,F,FC,Food Consumption,19,g/day,8,15,Y,,CG
HCD-02,HCD-02-0101,F,FC,Food Consumption,19,g/day,8,15,Y,,CG
HCD-02,HCD-02-0100,F,FC,Food Consumption,19,g/day,8,15,Y,,CG
HCD-02,HCD-02-0099,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-02,HCD-02-0101,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-02,HCD-02-0100,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-02,HCD-02-0099,F,FC,Food Consumption,17,g/day,22,29,Y,,CG
HCD-02,HCD-02-0101,F,FC,Food Consumption,17,g/day,22,29,Y,,CG
HCD-02,HCD-02-0100,F,FC,Food Consumption,17,g/day,22,29,Y,,CG
HCD-01,HCD-01-0091,F,FC,Food Consumption,18.9,g/day,1,8,Y,,CG
HCD-01,HCD-01-0092,F,FC,Food Consumption,18.9,g/day,1,8,Y,,CG
HCD-01,HCD-01-0091,F,FC,Food Consumption,18.7,g/day,8,15,Y,,CG
HCD-01,HCD-01-0092,F,FC,Food Consumption,18.7,g/day,8,15,Y,,CG
HCD-01,HCD-01-0091,F,FC,Food Consumption,18.8,g/day,15,21,Y,,CG
HCD-01,HCD-01-0092,F,FC,Food Consumption,18.8,g/day,15,21,Y,,CG
HCD-01,HCD-01-0091,F,FC,Food Consumption,19.1,g/day,22,28,Y,,CG
HCD-01,HCD-01-0092,F,FC,Food Consumption,19.1,g/day,22,28,Y,,CG
HCD-01,HCD-01-0091,F,WC,Water Consumption,29.5,g/day,1,8,Y,,CG
HCD-01,HCD-01-0092,F,WC,Water Consumption,29.5,g/day,1,8,Y,,CG
HCD-01,HCD-01-0091,F,WC,Water Consumption,29.1,g/day,8,15,Y,,CG
HCD-01,HCD-01-0092,F,WC,Water Consumption,29.1,g/day,8,15,Y,,CG
HCD-01,HCD-01-0091,F,WC,Water Consumption,28.4,g/day,15,21,Y,,CG
HCD-01,HCD-01-0092,F,WC,Water Consumption,28.4,g/day,15,21,Y,,CG
HCD-01,HCD-01-0091,F,WC,Water Consumption,29.6,g/day,22,28,Y,,CG
HCD-01,HCD-01-0092,F,WC,Water Consumption,29.6,g/day,22,28,Y,,CG
HCD-01,HCD-01-0091,F,FC,Food Consumption,18.9,g/day,29,36,Y,,CG
HCD-01,HCD-01-0092,F,FC,Food Consumption,18.9,g/day,29,36,Y,,CG
HCD-01,HCD-01-0091,F,FC,Food Consumption,18.2,g/day,36,43,Y,,CG
HCD-01,HCD-01-0092,F,FC,Food Consumption,18.2,g/day,36,43,Y,,CG
HCD-01,HCD-01-0091,F,FC,Food Consumption,17.6,g/day,43,50,Y,,CG
HCD-01,HCD-01-0092,F,FC,Food Consumption,17.6,g/day,43,50,Y,,CG
HCD-01,HCD-01-0091,F,FC,Food Consumption,17.6,g/day,50,56,Y,,CG
HCD-01,HCD-01-0092,F,FC,Food Consumption,17.6,g/day,50,56,Y,,CG
HCD-01,HCD-01-0091,F,WC,Water Consumption,22.4,g/day,29,36,Y,,CG
HCD-01,HCD-01-0092,F,WC,Water Consumption,22.4,g/day,29,36,Y,,CG
HCD-01,HCD-01-0091,F,WC,Water Consumption,20.9,g/day,36,43,Y,,CG
HCD-01,HCD-01-0092,F,WC,Water Consumption,20.9,g/day,36,43,Y,,CG
HCD-01,HCD-01-0091,F,WC,Water Consumption,21.1,g/day,43,50,Y,,CG
HCD-01,HCD-01-0092,F,WC,Water Consumption,21.1,g/day,43,50,Y,,CG
HCD-01,HCD-01-0091,F,WC,Water Consumption,22.8,g/day,50,56,Y,,CG
HCD-01,HCD-01-0092,F,WC,Water Consumption,22.8,g/day,50,56,Y,,CG
HCD-04,HCD-04-0085,F,WC,Water Consumption,21.9,g/day,1,8,Y,,CG
HCD-04,HCD-04-0086,F,WC,Water Consumption,21.9,g/day,1,8,Y,,CG
HCD-04,HCD-04-0085,F,WC,Water Consumption,23.7,g/day,8,15,Y,,CG
HCD-04,HCD-04-0086,F,WC,Water Consumption,23.7,g/day,8,15,Y,,CG
HCD-04,HCD-04-0085,F,WC,Water Consumption,25.4,g/day,15,22,Y,,CG
HCD-04,HCD-04-0086,F,WC,Water Consumption,25.4,g/day,15,22,Y,,CG
HCD-04,HCD-04-0085,F,WC,Water Consumption,25.7,g/day,22,29,Y,,CG
HCD-04,HCD-04-0086,F,WC,Water Consumption,25.7,g/day,22,29,Y,,CG
HCD-04,HCD-04-0085,F,FC,Food Consumption,15.9,g/day,1,8,Y,,CG
HCD-04,HCD-04-0086,F,FC,Food Consumption,15.9,g/day,1,8,Y,,CG
HCD-04,HCD-04-0085,F,FC,Food Consumption,17.8,g/day,8,15,Y,,CG
HCD-04,HCD-04-0086,F,FC,Food Consumption,17.8,g/day,8,15,Y,,CG
HCD-04,HCD-04-0085,F,FC,Food Consumption,18.3,g/day,15,22,Y,,CG
HCD-04,HCD-04-0086,F,FC,Food Consumption,18.3,g/day,15,22,Y,,CG
HCD-04,HCD-04-0085,F,FC,Food Consumption,17.3,g/day,22,29,Y,,CG
HCD-04,HCD-04-0086,F,FC,Food Consumption,17.3,g/day,22,29,Y,,CG
HCD-04,HCD-04-0097,F,WC,Water Consumption,23,g/day,1,8,Y,,CG
HCD-04,HCD-04-0098,F,WC,Water Consumption,23,g/day,1,8,Y,,CG
HCD-04,HCD-04-0097,F,WC,Water Consumption,24.4,g/day,8,15,Y,,CG
HCD-04,HCD-04-0098,F,WC,Water Consumption,24.4,g/day,8,15,Y,,CG
HCD-04,HCD-04-0097,F,WC,Water Consumption,26.6,g/day,15,22,Y,,CG
HCD-04,HCD-04-0098,F,WC,Water Consumption,26.6,g/day,15,22,Y,,CG
HCD-04,HCD-04-0097,F,WC,Water Consumption,27,g/day,22,29,Y,,CG
HCD-04,HCD-04-0098,F,WC,Water Consumption,27,g/day,22,29,Y,,CG
HCD-04,HCD-04-0097,F,WC,Water Consumption,21.7,g/day,29,36,Y,,CG
HCD-04,HCD-04-0098,F,WC,Water Consumption,21.7,g/day,29,36,Y,,CG
HCD-04,HCD-04-0097,F,WC,Water Consumption,20.4,g/day,36,43,Y,,CG
HCD-04,HCD-04-0098,F,WC,Water Consumption,20.4,g/day,36,43,Y,,CG
HCD-04,HCD-04-0097,F,WC,Water Consumption,23.8,g/day,43,50,Y,,CG
HCD-04,HCD-04-0098,F,WC,Water Consumption,23.8,g/day,43,50,Y,,CG
HCD-04,HCD-04-0097,F,WC,Water Consumption,24.9,g/day,50,57,Y,,CG
HCD-04,HCD-04-0098,F,WC,Water Consumption,24.9,g/day,50,57,Y,,CG
HCD-04,HCD-04-0097,F,FC,Food Consumption,16.3,g/day,1,8,Y,,CG
HCD-04,HCD-04-0098,F,FC,Food Consumption,16.3,g/day,1,8,Y,,CG
HCD-04,HCD-04-0097,F,FC,Food Consumption,16.9,g/day,8,15,Y,,CG
HCD-04,HCD-04-0098,F,FC,Food Consumption,16.9,g/day,8,15,Y,,CG
HCD-04,HCD-04-0097,F,FC,Food Consumption,17.1,g/day,15,22,Y,,CG
HCD-04,HCD-04-0098,F,FC,Food Consumption,17.1,g/day,15,22,Y,,CG
HCD-04,HCD-04-0097,F,FC,Food Consumption,17.6,g/day,22,29,Y,,CG
HCD-04,HCD-04-0098,F,FC,Food Consumption,17.6,g/day,22,29,Y,,CG
HCD-04,HCD-04-0097,F,FC,Food Consumption,17.9,g/day,29,36,Y,,CG
HCD-04,HCD-04-0098,F,FC,Food Consumption,17.9,g/day,29,36,Y,,CG
HCD-04,HCD-04-0097,F,FC,Food Consumption,16.3,g/day,36,43,Y,,CG
HCD-04,HCD-04-0098,F,FC,Food Consumption,16.3,g/day,36,43,Y,,CG
HCD-04,HCD-04-0097,F,FC,Food Consumption,16.6,g/day,43,50,Y,,CG
HCD-04,HCD-04-0098,F,FC,Food Consumption,16.6,g/day,43,50,Y,,CG
HCD-04,HCD-04-0097,F,FC,Food Consumption,15.6,g/day,50,57,Y,,CG
HCD-04,HCD-04-0098,F,FC,Food Consumption,15.6,g/day,50,57,Y,,CG
HCD-04,HCD-04-0017,M,WC,Water Consumption,28.4,g/day,1,8,Y,,CG
HCD-04,HCD-04-0018,M,WC,Water Consumption,28.4,g/day,1,8,Y,,CG
HCD-04,HCD-04-0017,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-04,HCD-04-0018,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-04,HCD-04-0017,M,WC,Water Consumption,24.4,g/day,15,22,Y,,CG
HCD-04,HCD-04-0018,M,WC,Water Consumption,24.4,g/day,15,22,Y,,CG
HCD-04,HCD-04-0017,M,WC,Water Consumption,27.6,g/day,22,29,Y,,CG
HCD-04,HCD-04-0018,M,WC,Water Consumption,27.6,g/day,22,29,Y,,CG
HCD-04,HCD-04-0017,M,WC,Water Consumption,25.1,g/day,29,36,Y,,CG
HCD-04,HCD-04-0018,M,WC,Water Consumption,25.1,g/day,29,36,Y,,CG
HCD-04,HCD-04-0017,M,WC,Water Consumption,31.2,g/day,36,43,Y,,CG
HCD-04,HCD-04-0018,M,WC,Water Consumption,31.2,g/day,36,43,Y,,CG
HCD-04,HCD-04-0017,M,WC,Water Consumption,24.8,g/day,43,50,Y,,CG
HCD-04,HCD-04-0018,M,WC,Water Consumption,24.8,g/day,43,50,Y,,CG
HCD-04,HCD-04-0017,M,WC,Water Consumption,27.1,g/day,50,57,Y,,CG
HCD-04,HCD-04-0018,M,WC,Water Consumption,27.1,g/day,50,57,Y,,CG
HCD-04,HCD-04-0017,M,FC,Food Consumption,22.6,g/day,1,8,Y,,CG
HCD-04,HCD-04-0018,M,FC,Food Consumption,22.6,g/day,1,8,Y,,CG
HCD-04,HCD-04-0017,M,FC,Food Consumption,25.1,g/day,8,15,Y,,CG
HCD-04,HCD-04-0018,M,FC,Food Consumption,25.1,g/day,8,15,Y,,CG
HCD-04,HCD-04-0017,M,FC,Food Consumption,26.1,g/day,15,22,Y,,CG
HCD-04,HCD-04-0018,M,FC,Food Consumption,26.1,g/day,15,22,Y,,CG
HCD-04,HCD-04-0017,M,FC,Food Consumption,24.5,g/day,22,29,Y,,CG
HCD-04,HCD-04-0018,M,FC,Food Consumption,24.5,g/day,22,29,Y,,CG
HCD-04,HCD-04-0017,M,FC,Food Consumption,25.3,g/day,29,36,Y,,CG
HCD-04,HCD-04-0018,M,FC,Food Consumption,25.3,g/day,29,36,Y,,CG
HCD-04,HCD-04-0017,M,FC,Food Consumption,24.7,g/day,36,43,Y,,CG
